original_index,TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized,keterampilan_cleaned
12795,['2004-05-02'],['p'],['2025-05-22'],['indihiang'],['smk'],['multimedia'],['2022.0'],['disiplin dan mampu bekerja dalam tim'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jawa barat'],['21'],['produksi/operasional'],['jawa barat'],"['disiplin', 'kerja sama tim']"
12796,['2006-07-09'],['p'],['2025-05-19'],['indihiang'],['sma / lainnya'],['ipa'],['2005.0'],"['kerja sama tim,komunikasi efektif']",['rp 2.500.001 - rp 5.000.000'],['pramuniaga'],['di dalam negeri'],['bandung'],['18'],['sales/marketing'],['bandung'],"['kerja sama tim', 'komunikasi']"
12797,['2007-03-02'],['p'],['2025-05-19'],['kawalu'],['sma / lainnya'],['mipa'],['2025.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan tetap'],['di dalam negeri'],['jakarta'],['18'],['pekerja umum'],['jakarta'],['olahraga']
12798,['2004-08-15'],['l'],['2025-05-19'],['kawalu'],['sma / lainnya'],['ips'],['2023.0'],['badminton'],['rp 1.000.001 - rp 2.500.000'],['perusahaan'],['di dalam negeri'],['tasilmalaya'],['20'],['bisnis/wirausaha'],['lokasi tidak spesifik'],['badminton']
12799,['2007-04-28'],['l'],['2025-05-19'],['cipedes'],['smk'],['pplg'],['2025.0'],['running'],['rp 5.000.001 - rp 10.000.000'],['staff'],['di dalam negeri'],['cikarang'],['18'],['staff'],['cikarang'],[]
12800,['2005-06-14'],['p'],['2025-05-19'],['kawalu'],['smk'],['manajemen perkantoran'],['2025.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['manajemen perkantoran'],['di dalam negeri'],['cikarang'],['19'],['manajemen/direksi'],['cikarang'],['olahraga']
12801,['1997-11-10'],['l'],['2025-05-19'],['bungursari'],['sma / lainnya'],['ilmu pengetahuan alam'],['2017.0'],['sepak bola'],['rp 2.500.001 - rp 5.000.000'],['akuntan'],['di dalam negeri'],['tasikmalaya'],['27'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['sepak bola']
12802,['2005-12-02'],['l'],['2025-05-19'],['cibeureum'],['smk'],['kriya kreatif logam'],['2025.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['produksi'],['di dalam negeri'],['tasikmalaya'],['19'],['produksi/operasional'],['tasikmalaya'],['olahraga']
12803,['2006-08-16'],['l'],['2025-05-19'],['cibeureum'],['smk'],['teknik komputer jaringan'],['2025.0'],['olahraga futsal'],['rp 2.500.001 - rp 5.000.000'],['direktur'],['di dalam negeri'],"['tasikmalaya, karawang, cikarang, bandung']",['18'],['manajemen/direksi'],"['bandung', 'cikarang', 'karawang', 'tasikmalaya']","['futsal', 'olahraga']"
12804,['2006-09-19'],['p'],['2025-05-19'],['mangkubumi'],['smk'],['otomatisasi tata kelola perkantoran'],['2025.0'],[],['0 - rp 1.000.000'],['guru'],['di dalam negeri'],['tasikmalaya'],['18'],['pendidikan'],['tasikmalaya'],[]
12805,['2007-01-05'],['p'],['2025-05-19'],['tamansari'],['smk'],['desain komunikasi visual'],['2025.0'],['membaca'],['rp 2.500.001 - rp 5.000.000'],['administrasi perkantoran'],['di dalam negeri'],['cikarang'],['18'],['administrasi/staf umum'],['cikarang'],['membaca']
12806,['2006-04-10'],['p'],['2025-05-19'],['tamansari'],['smk'],['broadcasting dan perfilman'],['2025.0'],['membaca'],['rp 2.500.001 - rp 5.000.000'],['administrasi perkantoran'],['di dalam negeri'],['cikarang'],['19'],['administrasi/staf umum'],['cikarang'],['membaca']
12807,['2003-10-16'],['l'],['2025-05-19'],['kawalu'],['smk'],['permesinan'],['2022.0'],['tenismeja'],['> rp 10.000.000'],['direktur'],['di dalam negeri'],['bandung'],['21'],['manajemen/direksi'],['bandung'],[]
12808,['2007-03-15'],['l'],['2025-05-19'],['bungursari'],['smk'],['teknik sepeda motor'],['2025.0'],['bola volly'],['rp 2.500.001 - rp 5.000.000'],['teknik otomotif'],['di dalam negeri'],['karawang'],['18'],['teknisi/maintenance'],['karawang'],[]
12809,['2006-11-14'],['l'],['2025-05-19'],['tawang'],['sma / lainnya'],['ips'],['2025.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['cikarang'],['18'],['produksi/operasional'],['cikarang'],['olahraga']
12810,['1996-08-01'],['p'],['2025-05-19'],['cipedes'],['smk'],['akuntansi'],['2015.0'],['renang'],['rp 2.500.001 - rp 5.000.000'],['kasir'],['di dalam negeri'],['tasikmalaya'],['28'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['renang']
12811,['2007-06-23'],['p'],['2025-05-20'],['bungursari'],['smk'],['akuntansi'],['2025.0'],['seni tari'],['rp 2.500.001 - rp 5.000.000'],['akuntan'],['di dalam negeri'],['jakarta'],['17'],['keuangan/akuntansi/perbankan'],['jakarta'],"['seni', 'seni tari']"
12812,['2007-02-28'],['p'],['2025-05-19'],['purbaratu'],['sma / lainnya'],['ips'],['2025.0'],['pmr'],['rp 2.500.001 - rp 5.000.000'],['-'],['di dalam negeri'],['-'],['18'],[],['lokasi tidak spesifik'],[]
12813,['2007-05-04'],['p'],['2025-05-19'],['tamansari'],['sma / lainnya'],['ips'],['2025.0'],"['public speaking,tekun, tanggung jawab']",['rp 2.500.001 - rp 5.000.000'],"['operator produksi,qcquality control']",['di dalam negeri'],"['tasikmalaya,bekasi, cikarang']",['18'],['produksi/operasional'],"['bekasi', 'cikarang', 'tasikmalaya']","['bertanggung jawab', 'public speaking']"
